RegionID,RegionName,StateName,home_value,rent,rent_burden,rent_leftover,rent_status,required_annual_income_rent,mortgage_total_monthly,mortgage_burden,mortgage_leftover,mortgage_status,required_annual_income_buy
394887,"Mount Sterling, KY",KY,185626,1017,0.122,2006,Comfortable,67626,1274,0.153,1748,Comfortable,71783
753916,"Sandpoint, ID",ID,633874,2658,0.319,364,Stretched,94122,3989,0.479,-967,Not Viable,115601
753865,"Bardstown, KY",KY,257708,1083,0.13,1939,Comfortable,68702,1711,0.205,1312,Comfortable,78830
394379,"Bemidji, MN",MN,257635,2000,0.24,1023,Comfortable,83497,1710,0.205,1312,Comfortable,78822
394548,"Durant, OK",OK,226948,1629,0.196,1393,Comfortable,77514,1525,0.183,1498,Comfortable,75823
395155,"Thomasville, GA",GA,210850,1579,0.19,1443,Comfortable,76707,1427,0.171,1595,Comfortable,74249
394850,"Menomonie, WI",WI,303362,1492,0.179,1531,Comfortable,75293,1987,0.238,1035,Comfortable,83292
395208,"Washington, NC",NC,227970,1500,0.18,1523,Comfortable,75427,1531,0.184,1492,Comfortable,75923
394567,"Ellensburg, WA",WA,492584,2093,0.251,930,Comfortable,84991,3133,0.376,-111,Stretched,101789
394842,"McAlester, OK",OK,143152,1119,0.134,1904,Comfortable,69276,1017,0.122,2005,Comfortable,67632
394785,"Lewisburg, PA",PA,277582,1188,0.142,1835,Comfortable,70383,1831,0.22,1191,Comfortable,80772
394545,"Duncan, OK",OK,138032,935,0.112,2088,Comfortable,66308,986,0.118,2037,Comfortable,67131
394448,"Cedartown, GA",GA,214410,1662,0.199,1360,Comfortable,78046,1449,0.174,1574,Comfortable,74597
394677,"Henderson, NC",NC,181763,990,0.119,2032,Comfortable,67197,1251,0.15,1772,Comfortable,71406
394558,"El Campo, TX",TX,231073,1512,0.182,1510,Comfortable,75629,1550,0.186,1473,Comfortable,76226
394891,"Mountain Home, AR",AR,228129,1150,0.138,1873,Comfortable,69778,1532,0.184,1491,Comfortable,75938
394341,"Astoria, OR",OR,522537,2437,0.292,585,Comfortable,90553,3315,0.398,-292,Stretched,104717
394384,"Big Rapids, MI",MI,210178,1400,0.168,1623,Comfortable,73813,1423,0.171,1600,Comfortable,74184
394476,"Clewiston, FL",FL,277513,1990,0.239,1033,Comfortable,83336,1831,0.22,1192,Comfortable,80766
394981,"Pittsburg, KS",KS,135534,917,0.11,2106,Comfortable,66012,971,0.117,2052,Comfortable,66887
395227,"Williston, ND",ND,342706,1710,0.205,1313,Comfortable,78816,2226,0.267,797,Comfortable,87138
394300,"Ada, OK",OK,183885,979,0.118,2043,Comfortable,67021,1264,0.152,1759,Comfortable,71613
394799,"Lock Haven, PA",PA,192343,1100,0.132,1923,Comfortable,68971,1315,0.158,1708,Comfortable,72440
394554,"Easton, MD",MD,491157,2721,0.326,302,Stretched,95131,3125,0.375,-102,Stretched,101650
394771,"Laramie, WY",WY,367664,1866,0.224,1157,Comfortable,81332,2377,0.285,646,Comfortable,89578
394894,"Murray, KY",KY,178309,1275,0.153,1748,Comfortable,71796,1230,0.148,1793,Comfortable,71068
394617,"Fremont, NE",NE,234100,1472,0.177,1550,Comfortable,74979,1568,0.188,1455,Comfortable,76522
394550,"Dyersburg, TN",TN,163753,1262,0.152,1760,Comfortable,71594,1142,0.137,1881,Comfortable,69645
395137,"Sulphur Springs, TX",TX,256752,2100,0.252,923,Comfortable,85111,1705,0.205,1317,Comfortable,78736
394920,"North Platte, NE",NE,212629,1071,0.128,1952,Comfortable,68500,1438,0.173,1585,Comfortable,74423
394413,"Brenham, TX",TX,364426,1675,0.201,1348,Comfortable,78252,2357,0.283,665,Comfortable,89262
395187,"Vernal, UT",UT,353787,1575,0.189,1448,Comfortable,76638,2293,0.275,730,Comfortable,88222
394430,"Butte, MT",MT,275949,1497,0.18,1525,Comfortable,75382,1821,0.219,1201,Comfortable,80613
394713,"Jackson, WY",WY,1503963,4100,0.492,-1077,Not Viable,117391,9259,1.111,-6236,Not Viable,200653
394535,"Dixon, IL",IL,176262,1188,0.142,1835,Comfortable,70383,1218,0.146,1805,Comfortable,70868
395149,"Taos, NM",NM,439135,2649,0.318,373,Stretched,93974,2810,0.337,213,Stretched,96564
394419,"Brookings, SD",SD,305565,1518,0.182,1505,Comfortable,75715,2001,0.24,1022,Comfortable,83508
394786,"Lewisburg, TN",TN,321173,1600,0.192,1423,Comfortable,77041,2095,0.251,927,Comfortable,85034
395165,"Troy, AL",AL,162492,1200,0.144,1823,Comfortable,70580,1134,0.136,1888,Comfortable,69522
395141,"Susanville, CA",CA,224732,1150,0.138,1873,Comfortable,69778,1511,0.181,1511,Comfortable,75606
394749,"Kingsville, TX",TX,147177,1421,0.17,1602,Comfortable,74149,1041,0.125,1981,Comfortable,68025
753871,"Breckenridge, CO",CO,1391955,4883,0.586,-1861,Not Viable,130034,8580,1.03,-5558,Not Viable,189704
394751,"Kirksville, MO",MO,183372,944,0.113,2078,Comfortable,66460,1261,0.151,1762,Comfortable,71563
394892,"Mountain Home, ID",ID,347511,1819,0.218,1204,Comfortable,80569,2255,0.271,768,Comfortable,87608
394615,"Fredericksburg, TX",TX,506673,2033,0.244,989,Comfortable,84035,3219,0.386,-196,Stretched,103166
753923,"The Dalles, OR",OR,390918,1687,0.202,1336,Comfortable,78440,2518,0.302,505,Stretched,91851
394643,"Great Bend, KS",KS,119477,725,0.087,2298,Comfortable,62919,874,0.105,2149,Comfortable,65317
395110,"Spearfish, SD",SD,439304,1996,0.239,1027,Comfortable,83430,2811,0.337,212,Stretched,96581
395004,"Prineville, OR",OR,465012,1836,0.22,1186,Comfortable,80852,2966,0.356,56,Stretched,99094
394687,"Hood River, OR",OR,679945,2980,0.358,43,Stretched,99314,4268,0.512,-1246,Not Viable,120104
394959,"Pampa, TX",TX,101064,1200,0.144,1823,Comfortable,70585,762,0.091,2260,Comfortable,63517
394996,"Portales, NM",NM,141236,1125,0.135,1898,Comfortable,69369,1005,0.121,2017,Comfortable,67444
